cluster_id,accident_count,center_latitude,center_longitude,deaths,injuries,avg_severity,predominant_hour,predominant_day,predominant_cause,radius_km,density_score,risk_category,heat_intensity
177,36,-9.91099387,-36.43261838777778,9,44,18.347533457827573,18,0,Velocidade Incompatível,13.522399427332466,0.1958061730500247,baixo,0.11467025758149672
178,14,-20.815180255714285,-42.31436039571429,1,19,11.448979591836734,8,0,Velocidade Incompatível,5.639301617699846,0.4268068513637673,baixo,0.24995152512851077
179,116,-26.854425542131033,-53.04183620689396,13,154,10.970422824302133,18,5,Velocidade Incompatível,29.039486528849515,0.13739326029459512,baixo,0.08046181743165864
180,40,-26.19523757975,-50.383582811500006,3,49,9.1125,19,5,Reação tardia ou ineficiente do condutor,13.19647363261078,0.2283796988079463,baixo,0.13374633945785366
181,20,-19.344900107500003,-48.9018400485,1,30,7.833333333333333,5,2,Acessar a via sem observar a presença dos outros veículos,8.427065298058094,0.2777182629941867,baixo,0.16264055548694675
182,15,-24.590210555333332,-53.180427636666664,3,30,13.716666666666667,16,1,Desrespeitar a preferência no cruzamento,6.067912686525716,0.39662011578808937,baixo,0.23227322270275852
183,13,-26.028358634615383,-50.673272393846155,0,12,4.717948717948717,7,4,Ausência de reação do condutor,3.9057323882872725,0.7997664441356188,baixo,0.4683684008810035
184,15,-19.667010203333334,-46.07729071866667,1,19,12.355555555555556,12,1,Velocidade Incompatível,5.719449987502225,0.4449439924971168,baixo,0.26057320580975163
185,65,-20.240071886098463,-41.488931825269226,3,87,10.956043956043956,12,1,Ausência de reação do condutor,17.540530439667233,0.21058073728291785,baixo,0.12332270739883414
186,93,-16.79087057752688,-49.477685906666665,12,87,16.43548387096774,6,2,Ausência de reação do condutor,33.03303250865019,0.0851507028993684,baixo,0.04986693158147519
187,27,-6.315959707037036,-35.181240001111114,4,33,16.92151675485009,10,5,Acessar a via sem observar a presença dos outros veículos,11.564501277073711,0.20038936427212656,baixo,0.11735431860877293
188,58,-25.208905375517244,-50.68602391551725,10,52,12.681034482758621,18,6,Ausência de reação do condutor,18.296735984495896,0.17273700864966715,baixo,0.10116022884862802
189,45,-16.755252481777777,-47.63234667244445,1,55,9.274074074074074,15,5,Reação tardia ou ineficiente do condutor,12.86438815583435,0.27028247336328104,baixo,0.15828592305112493
190,108,-1.303008675925926,-48.04747841175926,16,115,12.12852733686067,17,4,Ausência de reação do condutor,28.517414734694782,0.132638545913718,baixo,0.07767730704422396
191,29,-12.877075137586207,-39.859450684827586,3,40,7.616536269680286,11,5,Acessar a via sem observar a presença dos outros veículos,11.705182263754462,0.2101277338683452,baixo,0.1230574143418013
192,22,-24.788671834545458,-53.294709929545455,5,29,12.927685950413222,18,6,Ingestão de álcool pelo condutor,6.622668544258152,0.4904174804286131,baixo,0.28720391153781655
193,192,-23.426242910052082,-45.05202248213541,7,226,8.28298611111111,17,4,Acessar a via sem observar a presença dos outros veículos,20.348357187025513,0.4625885818645878,baixo,0.2709064326747224
194,131,-15.881496565267177,-52.29101430198473,2,146,9.24936386768448,18,4,Ausência de reação do condutor,17.27395758008916,0.43755693389136935,baixo,0.2562471117959829
195,77,-5.513163657532467,-47.464866215844154,5,74,11.311688311688311,8,5,Acessar a via sem observar a presença dos outros veículos,13.76435930806231,0.40428948590391867,baixo,0.2367646472220728
196,31,-20.30415482935484,-42.48903154451613,6,40,13.79737466834241,7,5,Ausência de reação do condutor,10.936780182673786,0.25702004494040526,baixo,0.15051902755585986
197,54,-11.451706317407409,-61.445418716481484,2,58,8.811728395061728,7,5,Reação tardia ou ineficiente do condutor,14.069330934501817,0.27143033888915363,baixo,0.158958149230057
198,33,-8.063678751515152,-39.131949834848484,3,44,14.230540701128938,19,6,Acessar a via sem observar a presença dos outros veículos,8.132292564476835,0.49155286983119495,baixo,0.2878688313062862
199,14,-19.78758572785714,-45.24034803428572,5,19,15.78231292517007,5,0,Transitar na contramão,4.3145856723055696,0.713715851372154,baixo,0.4179744654727156
200,23,-26.964181802608692,-50.41787723478261,1,30,8.532608695652174,17,3,Acessar a via sem observar a presença dos outros veículos,7.1894621831070085,0.4365290012875101,baixo,0.25564512211085255
201,56,-21.56590350517857,-42.67256014535714,4,57,8.785714285714286,11,5,Velocidade Incompatível,13.326669361154346,0.31354962791848,baixo,0.18362453051369731
202,28,-9.208383758928573,-35.77095783321429,0,35,8.636904761904763,8,2,Velocidade Incompatível,7.829928711386416,0.44938205743830517,baixo,0.263172276319339
203,20,-26.4274899505,-53.517820055499996,1,22,11.633333333333333,17,1,Acessar a via sem observar a presença dos outros veículos,6.982714969144152,0.4019429250531364,baixo,0.235390427334117
204,32,-3.683880093125,-45.3594910796875,2,27,11.145833333333334,14,4,Ingestão de álcool pelo condutor,11.904984498313935,0.22420164890558375,baixo,0.13129954193850343
205,73,-14.803405248082191,-39.26656245616438,5,96,8.91095890410959,8,4,Velocidade Incompatível,15.795556697510241,0.29141761776236724,baixo,0.17066332880148483
