highway,km_start,km_end,segment_id,accident_count,state,primary_city,deaths,injuries,center_latitude,center_longitude,avg_severity,top_cause,top_accident_type,top_weather,avg_hour,accidents_per_km,deaths_per_km,risk_score,danger_rank,risk_category,segment_label
393,150.0,160.0,BR393_km150,9,RJ,TRES RIOS,0,11,-22.092778174444444,-43.06614063333333,12.129629629629628,Velocidade Incompatível,Tombamento,Céu Claro,17.0,0.9,0.0,72.19407102713068,1720.0,alto,BR-393 km 150-160 (RJ)
393,160.0,170.0,BR393_km160,16,RJ,TRES RIOS,2,20,-22.119298713125,-43.151727573125,8.802083333333334,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Céu Claro,15.125,1.6,0.2,81.34947534310618,1450.0,extremo,BR-393 km 160-170 (RJ)
393,170.0,180.0,BR393_km170,13,RJ,PARAIBA DO SUL,1,10,-22.13277235076923,-43.23191938923076,8.23076923076923,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Céu Claro,13.538461538461538,1.3,0.1,70.07019618295435,1796.0,alto,BR-393 km 170-180 (RJ)
393,180.0,190.0,BR393_km180,8,RJ,PARAIBA DO SUL,1,39,-22.14889006,-43.2916705175,11.325757575757576,Acesso irregular,Queda de ocupante de veículo,Céu Claro,10.875,0.8,0.1,66.17531314428773,1901.0,alto,BR-393 km 180-190 (RJ)
393,190.0,200.0,BR393_km190,1,RJ,PARAIBA DO SUL,0,1,-22.2010195,-43.3657969,5.0,Ingestão de álcool pelo condutor,Colisão transversal,Céu Claro,6.0,0.1,0.0,21.471186370632626,3015.0,baixo,BR-393 km 190-200 (RJ)
393,200.0,210.0,BR393_km200,8,RJ,VASSOURAS,2,10,-22.23403761625,-43.410536525,18.125,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Céu Claro,9.25,0.8,0.2,91.21382690760186,1215.5,extremo,BR-393 km 200-210 (RJ)
393,210.0,220.0,BR393_km210,7,RJ,VASSOURAS,3,7,-22.300534338571428,-43.49711385,27.38095238095238,Condutor Dormindo,Colisão frontal,Céu Claro,9.0,0.7,0.3,122.24082160298684,679.0,extremo,BR-393 km 210-220 (RJ)
393,220.0,230.0,BR393_km220,5,RJ,VASSOURAS,0,6,-22.364599816000002,-43.604662702,11.0,Ausência de reação do condutor,Colisão traseira,Céu Claro,6.6,0.5,0.0,55.80030685638927,2201.5,medio,BR-393 km 220-230 (RJ)
393,230.0,240.0,BR393_km230,21,RJ,VASSOURAS,1,29,-22.41220324952381,-43.67646111714286,10.412698412698413,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Céu Claro,12.904761904761905,2.1,0.1,102.57295306245139,996.0,extremo,BR-393 km 230-240 (RJ)
393,240.0,250.0,BR393_km240,11,RJ,VASSOURAS,3,16,-22.434700398181818,-43.770065754545456,14.181818181818182,Demais falhas mecânicas ou elétricas,Colisão frontal,Céu Claro,13.818181818181818,1.1,0.3,85.86827330065071,1354.0,extremo,BR-393 km 240-250 (RJ)
